review,rating,sentiment,sentiment_prob_0,sentiment_prob_1
浴室淋浴头漏水，漏的满卫生间都是水，窗帘拉严实了还有光能透进来，洗手台香皂也没有，洗个袜子都洗不了,5,0.0,0.9996857643127441,0.0003143112116958946
入住离店都送了流量包 前台小姐姐也态度也非常好 客房面积偏小一点不过卫生很到位了 早餐也不错 性价比很高,5,1.0,1.3555068107962143e-05,0.9999864101409912
美中不足，网络很卡,5,0.0,0.9791406393051147,0.020859377458691597
唯一的缺点就是隔壁就是KTV，隔音很差。每天晚上都能听到KTV的声音，睡不着...,5,0.0,0.8198410868644714,0.18015891313552856
整体环境不错，店长人非常好，在住期间遇到问题都帮忙解决，挺感谢的，来沪首选，特别这家西藏北汉庭推荐。,5,1.0,3.0979805160313845e-05,0.9999690055847168
早餐不错 服务也不错 都特别热情好客,5,1.0,3.048698818020057e-05,0.999969482421875
有避孕套的包装壳在床头柜旁地下没打扫干净,5,0.0,0.9999605417251587,3.941543400287628e-05
小王服务热情 周边吃饭的地方多,5,1.0,4.027406976092607e-05,0.9999597072601318
附近是步行街，晚上有美景，挺好的，舒适温馨。,5,1.0,0.001275976886972785,0.9987240433692932
酒店离钟楼和回民街都很近，步行可达前台办理入住很快 很快捷大堂- -进去就有-股淡雅的清香特别的好闻从停车场负一楼坐电梯直接到大堂大堂有测体温的很放心前台备了消毒液还有还有消毒凝液还有口罩感觉非常的细心，等待区还有茶水糖果水果前台的服务员还专门帮我倒茶让我稍等服务非常的满意等了没多久就办理了入住一进房间就给我一种非常温馨的感觉装修风格我非常喜欢房间的暖气中央空调特别的暖和热水也特别的舒服床非常的大必需品也备的特别的足满意满意,5,1.0,1.3588189176516607e-05,0.9999864101409912
给丸子头小姐姐点个大大的赞,5,1.0,1.552561661810614e-05,0.9999845027923584
酒店不错，前台小王服务态度很好,5,1.0,0.000672812107950449,0.9993271827697754
特别棒的一家，不论是卫生还是服务。希望备一台脱水机,5,1.0,3.33357929775957e-05,0.9999666213989258
如果再配上全自动马桶就更完美了,5,1.0,0.0012869726633653045,0.9987130165100098
一个字。非常满意！下次还来,5,1.0,0.0005228546797297895,0.999477207660675
出差定的这家全季，前台服务很热情，耐心的跟我讲解附近吃饭逛街的商场，因为是疫情期间，酒店有提供免洗洗手液和消毒喷雾，很贴心，防护工作很好，房间很大，早上去吃早餐，有服务人员主动问我需不需要现煮的面条，很好，很贴心，下次来长春还要住这里,5,1.0,3.2941716199275106e-05,0.999967098236084
房间非常干净，昨晚上带着孩子来的，孩子很喜欢，尤其是有个机器人，可以送东西，挺方便的，而且电梯也有梯禁，非常不错哦，给个赞！,5,1.0,2.184228833357338e-05,0.9999781847000122
早上九点十二分还没有停餐，员工就穿着工装跑到餐厅打饭了，这管理也太混乱了吧？,5,0.0,0.9998817443847656,0.00011828960850834846
早餐丰富营养挺好的，停车也方便、服务也挺好,5,1.0,3.430556898820214e-05,0.9999656677246094
前台热心，服务到位,5,1.0,0.00018881312280427665,0.9998112320899963
"入住很久时间了，每次去上海都住这里，好评

",5,1.0,0.00013011280680075288,0.9998698234558105
房间卫生干净，前台服务很好，会推荐朋友入住,5,1.0,0.01102016307413578,0.9889798164367676
"很满意的这次出行，选了很久才选了这家酒店，真是不错，服务热情，房间格式我也很喜欢，卫生间也不错设备齐全，整个房间都消过毒，住这放心满意
很满意的这次出行，选了很久才选了这家酒店，真是不错，服务热情，房间格式我也很喜欢，卫生间也不错设备齐全，整个房间都消过毒，住这放心满意
15.?这里不仅环境好，卫生也比较干净，特别服务员每天给房间打扫的非常感觉，每天都很热情，给我感觉家一样的温暖，下次出差还会首选宜必思
 ",5,1.0,1.3588383808382787e-05,0.9999864101409912
特别好，前台小姐姐知道我们早上赶火车，吃不上早餐，还给拿了酸奶和面包在火车上吃，特别棒,5,1.0,2.689179018489085e-05,0.9999730587005615
酒店环境非常好，房间内有智能小度控制，卫生干净整洁，前台的小哥哥小姐姐服务超棒的，每次都会热心的打招呼，早餐种类也丰富，还有自助洗衣和健身房  真不错 以后出差必备的居住之地啦,5,1.0,3.5099121305393055e-05,0.9999649524688721
"前台服务态度好

",5,1.0,0.00019762037845794111,0.9998024106025696
酒店位置好，服务也不错，下次还会来的,5,1.0,0.007057594135403633,0.9929424524307251
环境好，服务好，早餐好，免费停车场推介入住！,5,1.0,0.0037124818190932274,0.99628746509552
不错，服务环境都不错,5,1.0,0.0011291351402178407,0.9988707900047302
非常好！下次会继续选择该酒店！,5,1.0,0.03139346092939377,0.9686065316200256
房间很好 前台服务热情 出行很方便！,5,1.0,0.00019072677241638303,0.9998093247413635
房间很好～前台帮升级了木光之城，艳艳服务很贴心，会再来哒,5,1.0,1.508450077380985e-05,0.999984860420227
这家早餐是我见过最好的  停车场也超级大  出差很方便,5,1.0,1.4738741811015643e-05,0.9999852180480957
服务热情周到，能帮助客人解决困难。,5,1.0,0.00016746149049140513,0.9998325109481812
一切都很好。,5,1.0,0.08782897889614105,0.9121710062026978
前台小凯服务热情，停车方便,5,1.0,2.6560663172858767e-05,0.9999734163284302
新开业的酒店，就在火车站对面，出行方便。环境不错，安静，干净，卫生。前台服务人员态度很好。点赞,5,1.0,6.934432894922793e-05,0.9999306201934814
这家酒店是我在华住会里搜到的，看着不错就来了，前台小姑娘们很热情的，还会帮助我订房间，夜间有保安值班，安全性很好！下次来还住这,5,1.0,1.8222883227281272e-05,0.9999817609786987
前台工作人员服务好,5,1.0,5.325800520949997e-05,0.9999467134475708
拖鞋只有一双 好尴尬呀,5,0.0,0.99921715259552,0.0007827738299965858
出差就首选这家，打车也会过来住，服务很好,5,1.0,3.490232120384462e-05,0.9999650716781616
前台服务热情，餐厅有特食猪油拌粉提供，退房的时候还赠送了矿泉水，特别周到，认定这家了！,5,1.0,1.938628156494815e-05,0.9999805688858032
大厅装修很新颖，前台服务特别好，热情，贴心、周到、有家的感觉，舒服，放松，暖心，贴心，非常推荐，酒店消毒防疫工作很到位，入住安心、放心、大厅采光特别好，环境舒适，下午茶好喝，鸡尾酒好喝，餐厅早餐丰富，口感很棒，服务员热情，布局合理，客房打扫的房间细致，卫生干净，毛巾干净，沙发舒适，配备的有免费矿泉水，热水好，空调很暖和，网络快，床睡着舒服，枕头舒适，睡的踏实，环境很好，停车方便，设施齐全，网络信号好，自助选房方便，洗衣服便利，健身房棒，特别喜欢这家店，周边吃的方便，真的特别好，超级棒！保安师傅服务热情，主动帮忙找车位，太贴心啦，非常喜欢，非常好，特别好，非常棒！超赞!,5,1.0,1.3073836271360051e-05,0.9999868869781494
服务态度很好，卫生干净，下次还住这里～～～,5,1.0,0.11886661499738693,0.8811333775520325
房间很好.,5,1.0,0.03227643668651581,0.967723548412323
前台姑娘小伙服务热情周到，因为预留房间的问题跟我耐心沟通了很久，让人感觉很暖心，非常感谢。服务员把房间打扫的干净卫生，让我惊喜的是还帮忙叠好了衣服，泡一杯正山小种，住在这样的房间里完全没有任何负重感。特别喜欢酒店的早餐丰盛可口，大厅布局简约大方，性价比高，值得推荐！！！,5,1.0,1.4903320334269665e-05,0.9999850988388062
"外观漂亮,大气,大厅干净,明亮,花茶好喝,暖心,前台漂亮,大方,美丽,服务热情,主动,很专业,房间很大，安静舒服,卫生很干净,床很舒服,落地窗很漂亮,水压很大,洗澡很舒服,网速快,办公很方便,停车场空间很大,放心,方便。
位置好,地铁口,优越,交通便利,出行方便,客房阿姨亲切,服务好,早餐品种多,面条好吃,分量足,好吃,美味。防疫工作到位,安全周到,好,很好,非常好,棒,很棒,非常棒!",5,1.0,2.1098110664752312e-05,0.9999788999557495
房间有点小，小度智能度一般,5,1.0,0.04336485639214516,0.9566351175308228
有免费停车场，这个很不错，车位也很充足，前台也比较热情，办理速度也很快，房间很干净，智能化，洗澡水很舒服，电视可以投屏，挺好的！早餐也很棒，可以煮馄饨，整体很棒，以后还来！,5,1.0,1.5144666576816235e-05,0.999984860420227
很好，很舒服，定的净享好礼，当时没有，承诺确定给邮寄！服务态度超好超好。点赞??,5,1.0,1.598348535480909e-05,0.9999840259552002
不错  前台接待服务好，早餐好吃。停车场也大,5,1.0,0.00037557369796559215,0.9996243715286255
交通方便。离地铁很近，服务很好，房间也OK。推荐,5,1.0,7.488170376745984e-05,0.9999251365661621
早餐吃了很多好吃,5,1.0,1.4899128473189194e-05,0.9999850988388062
一开始住的感觉还行，最近是越来越感觉不好了。房间遥控器不灵不管的，空调尘满了，也不管的。换过一次房间后，晚上10点50分跟前台说明情况，竟然想着还是给我换房。我难以理解。希望店长多关注下各方面的服务吧，感觉工作人员的培训都没有做到位。还有些其他问题不想讲了。,5,0.0,0.9999616146087646,3.83358565159142e-05
5楼刘姐，房间打扫干净整洁，服务态度很好,5,1.0,7.10611348040402e-05,0.9999289512634277
出行很方便 购物也很方便 店里还有免费的洗衣服务.,5,1.0,5.307796527631581e-05,0.9999469518661499
"房间很大卫生也很干净，服务很标准，早餐挺丰富的能吃好
",5,1.0,0.000160357027198188,0.9998396635055542
离地铁十号线很近，去南京路步行街很方便，旁边还有个美食街,5,1.0,4.2464038415346295e-05,0.9999575614929199
客服非常热情，就是房间小。,5,1.0,4.050857023685239e-05,0.9999594688415527
房间特别的干净，床整整齐齐，床垫软硬适中，躺上去非常的舒服，热水特别给力，出去玩一天，回来洗个热水澡，舒舒服服躺床上，很快就能入睡，特别好的体验,5,1.0,1.5378785974462517e-05,0.999984622001648
环境幽雅，卫生干净整洁,5,0.0,0.9527852535247803,0.04721474647521973
"一家超高性价比的酒店！！！
位置：在德思勤广场附近，吃喝玩乐一应俱全
环境：这家酒店最让人印象深刻的是卫生环境房间一尘不染
酒店大堂设计风格很棒很喜欢！
服务：前厅接待小姐姐，有一个小刘海，非常专业服务态度六星！还热情的为我安排升级了房型，这样的服务真的让人不得不喜欢
房间简约而不简单，床单睡着特别舒服，零压枕头，性价比超高的一家酒店价格也很实惠
五星的服务和环境 三星的价格以后来这边就选这家了希望这样良心的酒店越来越好！！！",5,1.0,1.2943895853823051e-05,0.999987006187439
房间真的太小太小太小了，行李都没地方放，衣服挂在书桌上，整个房间都转不开身。用餐地方是会对外的早班店，卫生也一般。。。这家店真是没谁了,5,0.0,0.9999707937240601,2.9194759918027557e-05
早餐很好吃！前台小姐姐服务态度很好，帮我免费升级了房型。很喜欢他们家，下次还选择全季。,5,1.0,2.286691051267553e-05,0.9999771118164062
非常喜欢这家全季 房间淡淡的原木风格是我喜欢的 服务态度很温馨  每次来都是非常热情  房间非常干净 看的出来是用心打扫了 网络办公很流畅 热水也很好 很暖和,5,1.0,4.015993545181118e-05,0.9999598264694214
卫生干净，房间床舒服，网速好，办公方便。,5,1.0,0.0004270193458069116,0.9995729327201843
房间很有特色，早餐丰富，前台小丽给升级的房型 ,5,1.0,1.8055454347631894e-05,0.9999819993972778
还不错，就是床垫太软了,5,1.0,0.0037519438192248344,0.9962480664253235
酒店楼下就有停车位，非常方便，房间干净，服务态度非常好，下次还来,5,1.0,0.00048221502220258117,0.9995177984237671
房间好服务好餐饮丰富,5,1.0,0.000397344003431499,0.999602735042572
前台工作人员态度非常满意,5,1.0,4.8130357754416764e-05,0.9999518394470215
酒店的洗手池漏水,5,0.0,0.9995619654655457,0.00043800444109365344
菏泽出差首选酒店，新装后舒适度更高了，10楼优佳版本值得体验！停车场新扩后停车方便了。为不断进步的银座店点赞。,5,1.0,1.9477123714750633e-05,0.9999805688858032
早餐蛋炒饭味道需要改善,5,0.0,0.9993898868560791,0.0006100734462961555
点赞??紫郡,5,1.0,0.0009225259418599308,0.9990774393081665
"前台很漂亮，态度非常好
",5,1.0,0.00020324434444773942,0.9997968077659607
酒店早餐吃一半大叔给灯关了 也不知道为什么如此省电 早餐蔬菜类太少 客房前台都很棒,5,1.0,1.1579039892239962e-05,0.9999884366989136
办理入住，前台小姐姐很气质，服务态度好，速度快，还送了暖心糖?? ，客房大姐热情问好，很舒心，带着孩子入住，机器人送了儿童拖鞋，还有牙刷，牙膏，护发素，很满意，很喜欢，超级大爱这家店。酒店设施好，隔音效果好 ，网速好 ，早餐好，非常丰富，有面包，牛奶，鸡蛋，豆浆，油条，水果，炒菜，凉菜，还有面条，和混沌，特别丰富，前台服务态度好 ，房间卫生干净 ，房间消毒防疫工作也很到位不错，很放心 ，房间采光不错，暖气很暖和很好，零压床非常舒服干净整洁很好，热情周到不错，感受到了归家的感觉挺好，强烈推荐入住真心好。酒店真的好，很好，非常好，前台比较热情，客房大姐像家人一样，水果比较甜，花特别香，早餐丰盛。,5,1.0,1.4726126210007351e-05,0.9999852180480957
前台服务好，早餐好吃，卫生也很干净,5,1.0,0.00044830451952293515,0.9995517134666443
非常棒的一家酒店，每次出差都住他们家，房间干净整洁卫生，停车也方便，前台服务很好，还会再来,5,1.0,1.902989788504783e-05,0.9999809265136719
张阳阳，热情服务，谢谢啦！,5,1.0,0.21955136954784393,0.7804486155509949
马桶下水道有味道,5,0.0,0.9992716908454895,0.0007282800506800413
这里有住家的可口饭菜，这里有温馨归家的环境，还有那周到齐全的全天候服务，如果有机会，我还会来这里。,5,1.0,3.0087714549154043e-05,0.9999699592590332
酒店位置比较安静，早餐也丰富方便，有停车的地方，服务台还有小食品供顾客品尝，挺周到的。,5,1.0,6.0509169998113066e-05,0.9999394416809082
小雪服务很热情，办理入住很快，笑脸相迎，房间很干净，早餐自助的，种类很多，特别好，推荐,5,1.0,2.9234017347334884e-05,0.9999707937240601
便宜，服务好，下次还来,5,1.0,0.00036708408151753247,0.9996329545974731
美美的服务很到位态度一流,5,1.0,6.214980385266244e-05,0.999937891960144
前台虫虫很漂亮，服务很好。????,5,1.0,1.767371031746734e-05,0.9999823570251465
这家酒店非常的干净卫生，很整洁，房间内没有杂音，服务态度很好，配套的设施性价比很高，很满意的一家酒店非常不错??,5,1.0,8.428014552919194e-05,0.9999157190322876
首先有一点洗脸时候没看见香皂或者洁面的，我建议还是可以提供一个香皂洗脸，像我这种脸很油的偶尔出差不带洗面奶的，感觉有个香皂洗脸还是体验感大大提升的。不过两百多块算得上性价比了，还是很不错的！带早餐这点确认很让我意外，我住过差不多俩百左右的酒店还说有早餐，像在昆明我住过的一般五百块以上才有早餐。真心性价比很高了，房间很干净很舒适，好评了！,5,1.0,1.8092199752572924e-05,0.9999818801879883
非常好。 干净整洁,5,1.0,0.052794404327869415,0.9472056031227112
服务真的不敢恭维，全季大连机场店很舒服，到西安后，真的一言难尽！以后不太会选了！很失望,5,0.0,0.9999512434005737,4.876413004240021e-05
出边经常住他家，去哪都方便，感觉不错。,5,1.0,2.040877370745875e-05,0.9999796152114868
床单每天只是帮忙叠，不说换了连拍都不拍一下...早餐偶尔会吃到不新鲜的食材,5,0.0,0.9999569654464722,4.2979070713045076e-05
非常感谢清扫保洁人员的优质服务,5,1.0,0.00034612228046171367,0.9996539354324341
"李茹服务很贴心，应该表扬并加薪！

",5,1.0,7.889352855272591e-05,0.9999210834503174
房间安静舒适，很好的入住体验。,5,1.0,0.00019465717195998877,0.9998053908348083
第一次来重庆 体验很不错 酒店位置就在解放碑步行街里面，离解放碑很近，周边也很方便，好吃的好玩的还有地铁站机场大巴都有 很方便  有机会还会来入住 ,5,1.0,2.5885939976433292e-05,0.9999741315841675
房间非常暖和 热水非常热,5,0.0,0.9977250695228577,0.0022749819327145815
前台小哥哥热情，早餐非常棒，客房打扫房间很干净,5,1.0,2.6257890567649156e-05,0.9999737739562988
电视机没有点播差点意思,5,0.0,0.9999250173568726,7.49287792132236e-05
早餐不错，挺好吃的，服务也挺好的,5,1.0,0.0002732002467382699,0.9997268319129944
房间棒棒哒,5,1.0,9.474805119680241e-05,0.9999052286148071
态度和蔼、热情，感觉很好！,5,1.0,0.228949636220932,0.7710503935813904
"提前挺久预定的房间，入住当天下午近五点，接到前台电话，被告知需要更换房间。
这倒无所谓，换房的时候，询问铂金会员的果盘和安睡牛奶问题，前台告知十点前到达只有果盘，没有牛奶。
我说只有水果可以，我大概七八点到达。遂登机，落地后到酒店，什么都没有！！前台告知说厨房下班了。说第二天给我补上牛奶和果盘。
然后说好的牛奶，次日送上的是酸奶？",5,0.0,0.9999544620513916,4.557115607894957e-05
房间干净整洁..住过的人都说好，离地铁和医院特别近，赞,5,1.0,4.974882540409453e-05,0.9999502897262573
房间还不错，服务热情，咖啡也还不错,5,1.0,0.0025500899646431208,0.9974499344825745
酒店环境很好，大堂进门很宽敞，前台服务热情，,5,1.0,0.011041439138352871,0.9889585971832275
房间布局很好都是自动化，服务周到贴心，性价比超高，下来还住这,5,1.0,1.4903306691849139e-05,0.9999850988388062
前台丁丁服务好，环境好，早饭好，客房服务周到，值得推荐。,5,1.0,2.5551256840117276e-05,0.9999744892120361
被子很潮，睡着不舒服，东西放在房间里退房回来找也说没有，确定是在房间里,5,0.0,0.9999406337738037,5.941198833170347e-05
前台服务特别棒，早餐好吃房间干净，推荐,5,1.0,0.0001544049009680748,0.9998456239700317
服务好，早餐好环境好，卫生好。,5,1.0,0.00046758807729929686,0.9995324611663818
价格为啥提高了？！,5,0.0,0.9971000552177429,0.0028998893685638905
特别好 早餐好吃 小迪服务热情,5,1.0,1.777648321876768e-05,0.9999822378158569
房间很不错前台小花服务态度很好,5,1.0,0.00018031867512036115,0.9998196959495544
入住很舒服 房间打扰也很好,5,1.0,0.00011978255497524515,0.9998801946640015
"定的是净享好礼的价格，但是住店之后店里也没有给好礼啊！后续的电话汉庭客服沟通也没有回音，
感觉不好",5,0.0,0.9999508857727051,4.9053160182666034e-05
酒店环境整洁，房间布局完美，服务周到，让人无比舒心，给人营造一种家的感觉，价格很合理。,5,1.0,3.037161150132306e-05,0.9999696016311646
环境好，卫生也挺好，前台服务非常热情，机器人送餐很方便,5,1.0,0.0003451899974606931,0.9996547698974609
标间居然没有外窗  所有标间都没有  前台服务还特别差  住过的汉庭里最差的  。。,5,0.0,0.9999667406082153,3.331246625748463e-05
服务超级好，干净卫生，早餐也好！,5,1.0,0.0008107260800898075,0.9991893172264099
酒店三餐都很棒，味道都特别好，大家路过的可以过来品尝哦,5,1.0,2.4335213311132975e-05,0.9999756813049316
服务一般，前台服务需要提升。特别是沟通技巧,5,0.0,0.5506946444511414,0.4493054151535034
很好，服务好，卫生佳，价格优,5,1.0,0.001762191765010357,0.9982378482818604
早餐种类丰富  味道好  房间很干净  舒适  服务态度也很好   热情  很棒的酒店 ,5,1.0,0.0006983993807807565,0.999301552772522
一直都在这家住，很温馨，跟家人一样。早餐也很好吃。,5,1.0,3.308527811896056e-05,0.9999668598175049
不错，希望再接再厉,5,0.0,0.9273379445075989,0.0726621225476265
一分价钱一分货吧,5,0.0,0.9889107942581177,0.01108921505510807
离外滩很近，非常方便,5,1.0,0.002202502219006419,0.9977974891662598
房间很好   服务态度很好,5,0.0,0.6096518039703369,0.3903481066226959
被子有脚臭味道。,5,0.0,0.9998674392700195,0.0001324845216004178
酒店前台服务很好，热情周到，入住的时候会有免费的饮品，小吃，还多送了两瓶水，装修也很新颖很棒，房间电视大，很清晰，床睡起来特别舒服，被子也很舒适，说是所有房间都有零压床垫，这个真的时候非常棒，早餐种类也很丰富，营养搭配的很好，地理位置方便，去逛街，去公司都很近，出门交通也很便利，推荐入住,5,1.0,3.595687303459272e-05,0.9999639987945557
好，非常好，特别好，就是一个字好,5,1.0,0.00019364328181836754,0.9998063445091248
停车场大方便停车，位置优越，交通便利门口就有公交站台，出行方便，酒店外观漂亮，高端，大气，上档次，设施也好，大堂装修时尚有特色，布局合理，菊花茶很好喝，适合这个天气，暖心，洗衣房很好，方便了我们这些经常出差的客人，还可以烘干，棒。前台漂亮又专业，服务热情又主动，效率高又快，客房阿姨和蔼，可亲，服务好，动作麻利，早餐丰富又美味，还自制小混沌，真的用心了，口味好，分量足，好吃，防疫工作安全又周到，好，很好，棒，给你们点赞！,5,1.0,1.385305768053513e-05,0.9999861717224121
早餐丰富，前台的果茶好喝，房间很干净，服务也很好，满意！,5,1.0,0.00011136068496853113,0.9998886585235596
服务好卫生干净，挺不错的,5,1.0,0.01467237900942564,0.9853276014328003
酒店位置好，房间干净卫生，服务好，热情，早餐好吃，前台的小冯服务好,5,1.0,0.00011536995589267462,0.9998846054077148
感谢小哥哥小姐姐们…帮忙干洗我的衣服，服务很棒，入住过这么多酒店还是这家舒心，房间干净，还有健身房，洗衣房非常方便,5,1.0,1.4453660696744919e-05,0.9999855756759644
没有停车场，就是在路边停。感觉大同交通管制不太好的样子。路边都是车，总是需要挪车。,5,0.0,0.9997202754020691,0.00027971609961241484
酒店服务非常热情，房间干净卫生，早餐美味可口，酒店环境优雅，设备设施完好，交通便利，网络流畅给力，床单被子清洁卫生，洗热水澡舒服，电视节目丰富，隔音效果很好，房间香芬味道很好闻。空调温度舒适宜人。,5,1.0,4.745709884446114e-05,0.9999525547027588
"不错 不错 以后常来 经常入住 
提个小建议啊 这房间的被子为什么不换稍微薄点的呢 整个夏天都是这样 当然被子质量很好",5,1.0,0.00022787050693295896,0.9997721314430237
酒店位置好，在地铁口比较近，坐地铁非常方便，装修风格很独特，卫生特别干净 客房服务员人也特别好，前台服务非常热情，周围交通方便，离黄河也不远，没事可以出去转转，总体感觉非常不错 ,5,1.0,4.9009162466973066e-05,0.9999510049819946
酒店设施不错，早餐挺好的，停车也方便推荐,5,1.0,0.00018925669428426772,0.9998107552528381
李梅经理 态度热情，服务周到！想顾客所想！属于泰山下的一座标杆！五星好评！??????,5,1.0,2.377531200181693e-05,0.9999762773513794
酒店房间太挤,5,0.0,0.9999097585678101,9.029210195876658e-05
经常来这家住，前台服务很好。美中不足就是网络太慢了。,5,1.0,2.1510000806301832e-05,0.9999785423278809
前台小李很热心帮助,5,1.0,7.491956057492644e-05,0.9999250173568726
经常出差住的酒店非常多，首次来泗洪入住全季，刚进大厅淡淡的茶香味，心情立马就放松了，特别是早餐时候，要表扬一下张珍珍小姐姐，我是南方人爱吃甜食，早餐有面条馄炖，我顺口问了一下有汤圆吗？她笑眯眯的说稍等，不一会就给我端来一碗汤圆，瞬间太感动了，出门在外能遇到这样的酒店这样的服务真的很幸运，以后出差到泗洪就住你们家。,5,1.0,1.3202688023739029e-05,0.9999867677688599
前台小哥哥和小姐姐太太太热情了,5,1.0,1.5682517187087797e-05,0.9999842643737793
笑傲惨好。热情。干净,5,1.0,0.023507293313741684,0.9764926433563232
出行很方便，住的很舒服。,5,1.0,0.0052596451714634895,0.9947404265403748
周边都是饭店,5,0.0,0.9999353885650635,6.465778278652579e-05
出行岳麓山，湖大，湖师，橘子洲及周边吃饭都很方便2077长沙小吃一条街就在对面，街面餐馆也很多，最合适旅游吃货的住处！下次还来住！住这里保证你不会后悔！也没有其他的不足！,5,1.0,1.562683428346645e-05,0.9999843835830688
挺好的，干净整洁。就是想问问我的入住积分为啥还没到账？,5,0.0,0.8141550421714783,0.18584498763084412
前台态度恶劣爱答不理的样子。要出示健康码跟我们说两个健康码看一下，我们住客叫两个？我们是东西不是人吗？看完证件告诉我们现在没有空余的房间了，前台突然我们吃午饭了没有，问的我们很莫名其妙，回答没有后让我们出去吃饭吧现在没客房，没有解释？我们表示可以等一等，但是前台喊我们叫诶？我不强行要求一定要说敬语，但起码你我他这种人称代词上过学都会说吧？喊我们叫诶，过来。我家人站的远前台指着人喊诶。跟其他客人推销金卡告诉别人有免费咖啡，也没告诉我们酒店有什么设施和服务，还是客房清洁告诉我们有夜宵等服务。家里老人听不清前台说话想再问一下就不搭理我们了？从来没有见过这么没有礼貌的工作人员！,5,0.0,0.9999586343765259,4.138509393669665e-05
房间很大，卫生打扫的也很干净，前台服务很热情，尤其是前台小李业务很专业，每次看到她他都很热情！下次还会继续入住??,5,1.0,5.378031710279174e-05,0.9999462366104126
房间大，非常温馨,5,1.0,6.717341602779925e-05,0.9999327659606934
到的有点早前台给我寄存了行李 也按我的要求留了房间 让在外玩累了的我们得到了很好的休息 前台几个小姑娘都特别好 住得很开心 早餐也很棒 几乎每次来杭城必住这里 下次还来哈哈,5,1.0,1.4566158824891318e-05,0.9999854564666748
住的很安心，进店就扫码，测量体温，交通也很便利，距离地铁5号线只有几百米，离二七万达也很近，房间内的设施也很好，空调也不错，送哟免费的矿泉水，咖啡，还有茶叶，采光也很好，可放大姐和蔼可亲，见面就问好，服务很到位，房间卫生也很好，酒店温馨，床很舒服，干净，安全，放心，免费的停车场，洗衣房也很方便，前台服务很贴心，早餐很丰盛，入住体验非常棒，值得推荐，赞。,5,1.0,1.9503662770148367e-05,0.9999804496765137
隔壁在装修，早晨很要就被吵醒，房间里的矿泉水竟然有一瓶是已开启状态，协调了前台帮忙更换，但还是要批评一下,5,0.0,0.9998657703399658,0.00013421445328276604
无其他,5,0.0,0.9996469020843506,0.000353095936588943
入住体验很好。服务态度很棒，早餐丰盛，下次还会来入住的，离店还送我了一瓶水，让我路上喝,5,1.0,3.346307130414061e-05,0.9999665021896362
前台小张服务态度特别好，真的是长的帅服务态度还好，非常满意，推荐推荐！,5,1.0,2.554158345446922e-05,0.9999744892120361
酒店很棒，服务很好，卫生干净,5,0.0,0.5361106395721436,0.46388930082321167
服务很棒 房间很干净,5,1.0,0.007261313498020172,0.992738664150238
服务真的很棒滴，入住时候有需要还送了防疫暖心包，让在外的我感受到了家的温暖，简直受宠若惊，还有自助免费早餐，早餐味道也不错，餐厅大姐还推荐了星程特色面条，最后吃的饱饱的，哈哈哈哈，果断的升级了会员，值得一提的是卫生，打扫的非常用心，房间干净，整洁，无异味，地毯干净，厕所干净，一级棒，房间装修不错，设施齐全，浴缸很大，体验超棒，非常人性化，很喜欢，值得推荐，				,5,1.0,1.2755259376717731e-05,0.9999872446060181
服务温馨，设施一般。,5,0.0,0.9785051345825195,0.021494919434189796
很好的服务与环境,5,1.0,0.0027604876086115837,0.9972394704818726
每周必住 干净智能 早餐也不差,5,1.0,3.163376823067665e-05,0.999968409538269
酒店环境很好，工作人员都很nice~ ,5,1.0,0.021998995915055275,0.9780009984970093
服务环境什么的都挺好,5,1.0,0.003222692757844925,0.996777355670929
环境很不错，干净又卫生，服务员都很有礼貌！,5,1.0,0.17458575963974,0.82541424036026
房间干净整洁，服务热情。交通也方便出门就有公交车站。,5,1.0,0.0015801190165802836,0.9984198808670044
每次出差都住在这边，光谷步行街店，最主要的是接待的那个小姐姐相貌惊人，尤其笑起来很好看，不为住店，只为见她一面，博他一笑！,5,1.0,2.058082645817194e-05,0.9999793767929077
江景 赞！！！,5,1.0,1.6999018043861724e-05,0.9999829530715942
酒店卫生很干净，行李多还帮忙拿行李，服务很好,5,1.0,0.004519199952483177,0.9954807758331299
酒店早餐很好，服务很好，一直住他们家，值的推荐！,5,1.0,3.751371696125716e-05,0.9999624490737915
所住房间靠近高架桥，晚上过车声音有点大~,5,0.0,0.9584924578666687,0.041507601737976074
热水温度太高 洗澡体验非常差 酒店没专业人员去管理这块 请问这样的热水温度设置要多耗多少电知道吗  体验差还浪费电,5,0.0,0.9999611377716064,3.885274054482579e-05
房间小，价格贵，服务还不好！,5,0.0,0.9999749660491943,2.506423152226489e-05
"服务很好，很满意
",5,1.0,0.1461169272661209,0.8538830876350403
服务好！前台施奇服务热情！负责任！非常棒！满意！很满意！特别满意！性价比高！值得入住！很GOOD！NICE！很NICE！相当NICE！十分NICE！GOOD！非常GOOD！好！好好！好好好！很好！特别好！非常好！赞！很赞！非常满意！喜欢！很喜欢！特别喜欢！非常喜欢！推荐！很推荐！非常推荐！满分！特别赞！非常赞！棒！很棒！特别棒！旁边是地铁站！交通便利！房间采光好！干净！卫生！暖和！宽敞！环境好！装修风格喜欢！安静！点赞！电视大！网络好！热水好！水压好！空调好！拖鞋好！床好！枕头好！一次性用品好！毛巾舒适！浴巾舒适！睡的好！早餐好！面条好！味道好！免费咖啡！免费停车！有小吃！有超市！有饭店！,5,1.0,2.3447197236237116e-05,0.9999765157699585
