review,rating
非常棒的一家酒店，每次出差都住他们家，房间干净整洁卫生，停车也方便，前台服务很好，还会再来,5
张阳阳，热情服务，谢谢啦！,5
马桶下水道有味道,5
这里有住家的可口饭菜，这里有温馨归家的环境，还有那周到齐全的全天候服务，如果有机会，我还会来这里。,5
酒店位置比较安静，早餐也丰富方便，有停车的地方，服务台还有小食品供顾客品尝，挺周到的。,5
小雪服务很热情，办理入住很快，笑脸相迎，房间很干净，早餐自助的，种类很多，特别好，推荐,5
便宜，服务好，下次还来,5
美美的服务很到位态度一流,5
前台虫虫很漂亮，服务很好。????,5
这家酒店非常的干净卫生，很整洁，房间内没有杂音，服务态度很好，配套的设施性价比很高，很满意的一家酒店非常不错??,5
首先有一点洗脸时候没看见香皂或者洁面的，我建议还是可以提供一个香皂洗脸，像我这种脸很油的偶尔出差不带洗面奶的，感觉有个香皂洗脸还是体验感大大提升的。不过两百多块算得上性价比了，还是很不错的！带早餐这点确认很让我意外，我住过差不多俩百左右的酒店还说有早餐，像在昆明我住过的一般五百块以上才有早餐。真心性价比很高了，房间很干净很舒适，好评了！,5
非常好。 干净整洁,5
服务真的不敢恭维，全季大连机场店很舒服，到西安后，真的一言难尽！以后不太会选了！很失望,5
出边经常住他家，去哪都方便，感觉不错。,5
床单每天只是帮忙叠，不说换了连拍都不拍一下...早餐偶尔会吃到不新鲜的食材,5
非常感谢清扫保洁人员的优质服务,5
"李茹服务很贴心，应该表扬并加薪！

",5
房间安静舒适，很好的入住体验。,5
第一次来重庆 体验很不错 酒店位置就在解放碑步行街里面，离解放碑很近，周边也很方便，好吃的好玩的还有地铁站机场大巴都有 很方便  有机会还会来入住 ,5
房间非常暖和 热水非常热,5
前台小哥哥热情，早餐非常棒，客房打扫房间很干净,5
电视机没有点播差点意思,5
早餐不错，挺好吃的，服务也挺好的,5
房间棒棒哒,5
态度和蔼、热情，感觉很好！,5
"提前挺久预定的房间，入住当天下午近五点，接到前台电话，被告知需要更换房间。
这倒无所谓，换房的时候，询问铂金会员的果盘和安睡牛奶问题，前台告知十点前到达只有果盘，没有牛奶。
我说只有水果可以，我大概七八点到达。遂登机，落地后到酒店，什么都没有！！前台告知说厨房下班了。说第二天给我补上牛奶和果盘。
然后说好的牛奶，次日送上的是酸奶？",5
房间干净整洁..住过的人都说好，离地铁和医院特别近，赞,5
房间还不错，服务热情，咖啡也还不错,5
酒店环境很好，大堂进门很宽敞，前台服务热情，,5
房间布局很好都是自动化，服务周到贴心，性价比超高，下来还住这,5
前台丁丁服务好，环境好，早饭好，客房服务周到，值得推荐。,5
被子很潮，睡着不舒服，东西放在房间里退房回来找也说没有，确定是在房间里,5
前台服务特别棒，早餐好吃房间干净，推荐,5
服务好，早餐好环境好，卫生好。,5
价格为啥提高了？！,5
特别好 早餐好吃 小迪服务热情,5
房间很不错前台小花服务态度很好,5
入住很舒服 房间打扰也很好,5
"定的是净享好礼的价格，但是住店之后店里也没有给好礼啊！后续的电话汉庭客服沟通也没有回音，
感觉不好",5
酒店环境整洁，房间布局完美，服务周到，让人无比舒心，给人营造一种家的感觉，价格很合理。,5
环境好，卫生也挺好，前台服务非常热情，机器人送餐很方便,5
标间居然没有外窗  所有标间都没有  前台服务还特别差  住过的汉庭里最差的  。。,5
服务超级好，干净卫生，早餐也好！,5
酒店三餐都很棒，味道都特别好，大家路过的可以过来品尝哦,5
服务一般，前台服务需要提升。特别是沟通技巧,5
很好，服务好，卫生佳，价格优,5
早餐种类丰富  味道好  房间很干净  舒适  服务态度也很好   热情  很棒的酒店 ,5
一直都在这家住，很温馨，跟家人一样。早餐也很好吃。,5
不错，希望再接再厉,5
一分价钱一分货吧,5
离外滩很近，非常方便,5
房间很好   服务态度很好,5
被子有脚臭味道。,5
酒店前台服务很好，热情周到，入住的时候会有免费的饮品，小吃，还多送了两瓶水，装修也很新颖很棒，房间电视大，很清晰，床睡起来特别舒服，被子也很舒适，说是所有房间都有零压床垫，这个真的时候非常棒，早餐种类也很丰富，营养搭配的很好，地理位置方便，去逛街，去公司都很近，出门交通也很便利，推荐入住,5
好，非常好，特别好，就是一个字好,5
停车场大方便停车，位置优越，交通便利门口就有公交站台，出行方便，酒店外观漂亮，高端，大气，上档次，设施也好，大堂装修时尚有特色，布局合理，菊花茶很好喝，适合这个天气，暖心，洗衣房很好，方便了我们这些经常出差的客人，还可以烘干，棒。前台漂亮又专业，服务热情又主动，效率高又快，客房阿姨和蔼，可亲，服务好，动作麻利，早餐丰富又美味，还自制小混沌，真的用心了，口味好，分量足，好吃，防疫工作安全又周到，好，很好，棒，给你们点赞！,5
早餐丰富，前台的果茶好喝，房间很干净，服务也很好，满意！,5
服务好卫生干净，挺不错的,5
酒店位置好，房间干净卫生，服务好，热情，早餐好吃，前台的小冯服务好,5
感谢小哥哥小姐姐们…帮忙干洗我的衣服，服务很棒，入住过这么多酒店还是这家舒心，房间干净，还有健身房，洗衣房非常方便,5
没有停车场，就是在路边停。感觉大同交通管制不太好的样子。路边都是车，总是需要挪车。,5
酒店服务非常热情，房间干净卫生，早餐美味可口，酒店环境优雅，设备设施完好，交通便利，网络流畅给力，床单被子清洁卫生，洗热水澡舒服，电视节目丰富，隔音效果很好，房间香芬味道很好闻。空调温度舒适宜人。,5
"不错 不错 以后常来 经常入住 
提个小建议啊 这房间的被子为什么不换稍微薄点的呢 整个夏天都是这样 当然被子质量很好",5
酒店位置好，在地铁口比较近，坐地铁非常方便，装修风格很独特，卫生特别干净 客房服务员人也特别好，前台服务非常热情，周围交通方便，离黄河也不远，没事可以出去转转，总体感觉非常不错 ,5
酒店设施不错，早餐挺好的，停车也方便推荐,5
李梅经理 态度热情，服务周到！想顾客所想！属于泰山下的一座标杆！五星好评！??????,5
酒店房间太挤,5
经常来这家住，前台服务很好。美中不足就是网络太慢了。,5
前台小李很热心帮助,5
经常出差住的酒店非常多，首次来泗洪入住全季，刚进大厅淡淡的茶香味，心情立马就放松了，特别是早餐时候，要表扬一下张珍珍小姐姐，我是南方人爱吃甜食，早餐有面条馄炖，我顺口问了一下有汤圆吗？她笑眯眯的说稍等，不一会就给我端来一碗汤圆，瞬间太感动了，出门在外能遇到这样的酒店这样的服务真的很幸运，以后出差到泗洪就住你们家。,5
前台小哥哥和小姐姐太太太热情了,5
笑傲惨好。热情。干净,5
出行很方便，住的很舒服。,5
周边都是饭店,5
出行岳麓山，湖大，湖师，橘子洲及周边吃饭都很方便2077长沙小吃一条街就在对面，街面餐馆也很多，最合适旅游吃货的住处！下次还来住！住这里保证你不会后悔！也没有其他的不足！,5
挺好的，干净整洁。就是想问问我的入住积分为啥还没到账？,5
前台态度恶劣爱答不理的样子。要出示健康码跟我们说两个健康码看一下，我们住客叫两个？我们是东西不是人吗？看完证件告诉我们现在没有空余的房间了，前台突然我们吃午饭了没有，问的我们很莫名其妙，回答没有后让我们出去吃饭吧现在没客房，没有解释？我们表示可以等一等，但是前台喊我们叫诶？我不强行要求一定要说敬语，但起码你我他这种人称代词上过学都会说吧？喊我们叫诶，过来。我家人站的远前台指着人喊诶。跟其他客人推销金卡告诉别人有免费咖啡，也没告诉我们酒店有什么设施和服务，还是客房清洁告诉我们有夜宵等服务。家里老人听不清前台说话想再问一下就不搭理我们了？从来没有见过这么没有礼貌的工作人员！,5
房间很大，卫生打扫的也很干净，前台服务很热情，尤其是前台小李业务很专业，每次看到她他都很热情！下次还会继续入住??,5
房间大，非常温馨,5
到的有点早前台给我寄存了行李 也按我的要求留了房间 让在外玩累了的我们得到了很好的休息 前台几个小姑娘都特别好 住得很开心 早餐也很棒 几乎每次来杭城必住这里 下次还来哈哈,5
住的很安心，进店就扫码，测量体温，交通也很便利，距离地铁5号线只有几百米，离二七万达也很近，房间内的设施也很好，空调也不错，送哟免费的矿泉水，咖啡，还有茶叶，采光也很好，可放大姐和蔼可亲，见面就问好，服务很到位，房间卫生也很好，酒店温馨，床很舒服，干净，安全，放心，免费的停车场，洗衣房也很方便，前台服务很贴心，早餐很丰盛，入住体验非常棒，值得推荐，赞。,5
隔壁在装修，早晨很要就被吵醒，房间里的矿泉水竟然有一瓶是已开启状态，协调了前台帮忙更换，但还是要批评一下,5
无其他,5
入住体验很好。服务态度很棒，早餐丰盛，下次还会来入住的，离店还送我了一瓶水，让我路上喝,5
前台小张服务态度特别好，真的是长的帅服务态度还好，非常满意，推荐推荐！,5
酒店很棒，服务很好，卫生干净,5
服务很棒 房间很干净,5
服务真的很棒滴，入住时候有需要还送了防疫暖心包，让在外的我感受到了家的温暖，简直受宠若惊，还有自助免费早餐，早餐味道也不错，餐厅大姐还推荐了星程特色面条，最后吃的饱饱的，哈哈哈哈，果断的升级了会员，值得一提的是卫生，打扫的非常用心，房间干净，整洁，无异味，地毯干净，厕所干净，一级棒，房间装修不错，设施齐全，浴缸很大，体验超棒，非常人性化，很喜欢，值得推荐，				,5
服务温馨，设施一般。,5
很好的服务与环境,5
每周必住 干净智能 早餐也不差,5
酒店环境很好，工作人员都很nice~ ,5
服务环境什么的都挺好,5
环境很不错，干净又卫生，服务员都很有礼貌！,5
房间干净整洁，服务热情。交通也方便出门就有公交车站。,5
每次出差都住在这边，光谷步行街店，最主要的是接待的那个小姐姐相貌惊人，尤其笑起来很好看，不为住店，只为见她一面，博他一笑！,5
江景 赞！！！,5
酒店卫生很干净，行李多还帮忙拿行李，服务很好,5
酒店早餐很好，服务很好，一直住他们家，值的推荐！,5
所住房间靠近高架桥，晚上过车声音有点大~,5
热水温度太高 洗澡体验非常差 酒店没专业人员去管理这块 请问这样的热水温度设置要多耗多少电知道吗  体验差还浪费电,5
房间小，价格贵，服务还不好！,5
"服务很好，很满意
",5
服务好！前台施奇服务热情！负责任！非常棒！满意！很满意！特别满意！性价比高！值得入住！很GOOD！NICE！很NICE！相当NICE！十分NICE！GOOD！非常GOOD！好！好好！好好好！很好！特别好！非常好！赞！很赞！非常满意！喜欢！很喜欢！特别喜欢！非常喜欢！推荐！很推荐！非常推荐！满分！特别赞！非常赞！棒！很棒！特别棒！旁边是地铁站！交通便利！房间采光好！干净！卫生！暖和！宽敞！环境好！装修风格喜欢！安静！点赞！电视大！网络好！热水好！水压好！空调好！拖鞋好！床好！枕头好！一次性用品好！毛巾舒适！浴巾舒适！睡的好！早餐好！面条好！味道好！免费咖啡！免费停车！有小吃！有超市！有饭店！,5
房间干净卫生，前台服务特别好，热情，亲切。,5
房间干净，服务热情，整体都很不错，值得推荐！～～,5
总体一般。,5
"自助停车场空间大，放心，给力。位置好，优越，交通便利，出行方便。酒店外观漂亮，高端，大气，上档次，大厅装修有特色，布局合理。茉莉花茶好喝，暖心。前台漂亮，大方，美丽，服务热情，主动。房间空间大，安静舒适，卫生很干净，床舒服，水压大，洗澡舒服，网速快，办公方便。好，良好，很好，非常好，棒，很棒，非常棒，赞，点赞，大大给赞，强力推荐! 客房阿姨亲切，服务好。早餐品种多，面条有特色，口味好，分量足，好吃，美味。防疫工作到位安全周到。
",5
有免费的停车场，交通便利，前台服务很热情，赞。,5
房间太小了，没有酒店停车场不方便,5
退房送了小礼品，很贴心，体验好，专业，房间空间大，采光好，明亮，设施齐全，安静舒适，卫生很干净，细节到位，棒，床舒服，床垫舒适，水压大，出水快，水温好，洗澡舒服，网速快，办公方便。停车场空间大，放心，给力。位置好，优越，良好，位置优越，交通便利，出行方便。酒店外观漂亮，高端，设施好，上档次，大厅装修有特色，大气，布局合理。糖果很好吃，口味佳，暖心。洗衣机很好，很棒，设施齐全，使用方便，干净卫生。前台漂亮，优秀，大方，美丽，服务热情，主动，赞！效率快，高效。客房阿姨和蔼，非常棒，亲切，服务好，动作麻利。早餐好，早餐品种多，很赞！面条有特色，口味好，分量足，好吃，美味。防疫工作安全周到，好，很好！,5
前台服务好，早餐好，房间又大又干净，客房阿姨服务好,5
这么多年住过全季酒店最糟糕的 一个房卡给了三次才拿到正确的房间号 差一点点打拢到小情侣的空间 前厅电话一直打不通，扛着行李上上下下三次 人又累 试想是什么感受 深更半夜四楼客房还起火，警报响个不停 消防车也来了 一个晚上没法睡，我彻底服了 逃生通道卫生像个垃圾场一样。?牛粪表面光光,5
"3，4号入职的员工服务态度都挺好，就5号晚上小姑娘不行！这是条对5号晚上的评价。为什么放到这一天的订单评价，因为我还在入住，订单还在继续， 没有办i法评论。太气了，我10点多反馈的烧水壶坏了，现在是凌晨12:21，还没有送新的过来。因为3，4号是大床，5号大床满房，我只能定了双床。赶着出门玩，所以一早更换了房间，就外出了。晚上从迪士尼回来已经10点多，才发现烧水壶不好用，反馈再拿一个新的，我等到现在，凌晨12:23还没有送过来！
中途下去催，前台极其不耐烦，让我回房间等，现在还没有送。
大晚上的到底送不送了？",5
烧水插座难找，离得远,5
房间很干净，通风很好，浴巾毛巾都是雪白的，很干净，酒店免查房0秒退房很快节省了很多时间，很方便，还有免费停车位，房间都配有一次性牙膏牙刷很方便的，房间窗户很大光线很好，无线跟电视也很好用，房间装潢的简单现代很舒适，大堂很敞亮，网络真的比其他家快很多，很给力，浴室喷头喷的水很足很大，水温也很稳，值得推荐！ 很好，前台很热情，房间很干净，床单洁白，电视台很多，还有浴巾，讲究，无线网络也快，停车方便，车位充足。  地理位置优越，去火车站很方便，房间很干净舒适，床单被罩都是新的，wifi也很好，看电影也不卡，空调制冷也很好洗浴设施也很全，洗发水很香，前台接待员也很热情，早餐也很好非常丰盛。,5
服务很好，房间干净整洁！就是边上有施工略吵。,5
干净整洁，地理位置也不错，服务也很好。,5
服务很好，办理入住的时候前台给到了一杯花茶很不错很好喝，停车方便有地下停车场，房间干净整洁，大厅给人一种很气派的感觉 ，距离万达很近，吃饭什么的都挺方便的，离高铁站很近 ,5
酒店电梯噪音太大 需要整修，早餐一般吧,5
服务好 设施好 环境优,5
很好安静！,5
酒店服务很好，卫生干净，很舒适，环境安静，很适合休息,5
设施比较齐全，早餐也很ok,5
服务一如既往的好，周边交通餐饮也方便，唯一不足就是窗户有点小,5
很满意的一次住宿，早餐丰盛，前台服务热情，房间里很干净，机器人送外卖很方便，无线信号强，以后就在这家常住了,5
位置好，设施齐全，不错，一直选择这里,5
还挺喜欢这种精装修的连锁品牌，酒店各方面都不错，尤其前台服务值得称赞，有耐心又周到，满意满意。环境也干净,5
走了很多地方酒店，这家真心不错！酒店管理首先就是服务，这里的员工看到客人都是笑脸相迎，您好！中午好！晚上好！像是回到家的感觉，交通也是比较方便的，出门就是有公交车站，房间卫生超级干净. 强烈推荐！,5
停车方便，有免费的停车场，房间干净，舒适。,5
房间不错，前台小哥也服务热情，推荐推荐推荐！,5
很好，周围安静，离公交站也不远。,5
这里买东西都很方便，前台小姐姐很有礼貌，说话也很温柔，有问题第一时间解决了。值得推荐。,5
服务很好，位置不错。,5
挺好，服务也热情，早餐也不错,5
干净卫生，服务也好。,5
很适合出差游玩住宿，感觉回家家里的感觉，前台服务热情，有耐心，早餐品种齐全，点赞。,5
价格便宜，有点陈旧,5
服务好，卫生好，早餐好吃，位置也方便，，下次还过來温柔，帅气。办理入住快捷,5
早餐好 粥也不错 服务好,5
酒店环境不错，服务热情,5
前台服务态度很不错，房间很大，很干净，床很软。早餐种类齐全，味道也不错。以后出差都会选择全季。大赞,5
空调系统总是故障,5
隔音不是很好，其他蛮好的。,5
房间很大，很干净，工作人员很热情，下次还会入住。,5
前台路路服务热情，特别好，我们提出的要求都尽量满足，做不到的，也会帮我们想别的办法解决，入住的时候赠送了果盘和早餐特别贴心。必须好评。,5
入住感受特别好，推荐,5
酒店位置安静，有停车场比较方便，大堂装修很好还有书可以看看,5
很好，地理位置很好，去五金城超级方便,5
感谢李同学的服务，谢谢,5
服务很热情，环境很好，周围子玩的地方也多，值得推荐,5
设施很好，早餐也不错，立体停车时间比较长,5
那些日日夜夜里，其实每一个人的心态于状态，还一天的心情都在你们身上，因为刚进看内部环境呗 所以 环境带来每一个人都带不一样的快乐,5
估计再也不会来了 每次都是大大小小的问题，没有一次是完全顺利的住,5
服务态度非常好，干净，房间明亮，机器人送餐,5
大堂装修不错，看上去不错。但房间在细节上可以更好一点。如窗帘，床架，用品。,5
房间干净，整体入住很舒服，服务热情，酒店位置很好，隔条马路就是南长街，一进到大厅就有股淡淡的茶香味，沁人心脾，房间干净整洁，前台小姐姐和客房阿姨服务热情周到，酒店有专门的地下停车场，非常方便！办理入住非常快，酒店疫情期间安全措施非常到位，给我们这些出差过来的客人充足的安全保障。房间很舒服，打扫的很干净，正山小种很好喝，白牡丹非常棒。装修简约大气，大厅有商务区可供休息，还有柠檬水和咖啡提供，总的来说是一次很愉快的入住体验，非常棒！,5
很nice的已经酒店，很容易找到，门口有停车场，公交站也很近，交通较方便。自动门很灵敏，保安热情，大堂明亮，地面干净，很暖和。装修好看，前台热情，微笑服务好，服务周到，主动帮助拿行李赞，宾至如归的感觉。自助入住很方便！自助电脑方便，沙发柔软，茶具干净，咖啡好喝，糖果自取很赞。电梯速度快，私密性好，香氛味道好，走廊干净，通风很好，照明舒适。景观别致，地毯干净，标识明显。无线网很快，插座多超赞。房间大，窗户明亮，采光好，地面干净，很安静，装修风格好，穿衣镜无比赞，房间布局合理，超级赞。烧水速度快，茶好喝，水杯干净，茶具好看，书桌很大，电动窗帘赞。电视很大赞，吹风机好用，纸很柔软。床很大,5
酒店隔音太差了，隔壁夫妻恩爱声音巨高，清大八早就给喊醒了。,5
胡真霞服务真捧！,5
酒店非常好很喜欢,5
服务好，卫生好，房间干净，早餐好丰盛,5
老顾客了，一直住他家。这次来挺惊喜的，虽然大厅正装修比较难看，但是房间已经装修好了，非常好看，时尚舒适！满意！,5
早餐丰富，服务周到，,5
网络不咋地,5
前台小姐姐服务热情，都很漂亮，办理入住的时候还给身份证套上了身份证套，房间干净整洁，房嫂服务热情，早餐丰盛，手抓饼很好吃，蔬菜饼也好吃，水饺口味很好，值得推荐,5
包莲香服务很棒,5
太贵了，比平时贵2倍,5
525房间外面什么机器哄哄的响,5
很不错，房间环境和早餐都很棒,5
非常舒服，房间干净，很喜欢,5
转机绝佳,5
很好！！！！！,5
1、入住的房间有点小，感觉有些压抑，但是整体服务的态度还是不错的；2、向前台反映衣柜和床头柜有甲醛的味道，立马安排上空气净化器，这一点用心了；3、位置好，酒店旁边就是独墅湖，风景优美，靠近月亮湾地铁站交通方便；4、早餐配稀饭的素菜和小菜种类一般，希望后期改进！,5
完美，全季酒店很好，无论是前台服务和还是房间，都挺好的，进入大堂，就有问好声，还送了我一瓶水，在楼道见到客房大姐都会打声招呼的，很温馨，赞赞赞，还有早餐品种多，味道美味，推荐,5
"房间空间大，安静舒适，卫生很干净，床舒服，水压大,洗澡舒服，网速快，办公方便。卫生整洁，干净，放心，给力。位置好，优越，地铁附近，交通便利，出行方便。酒店外观漂亮，高端，大气，上档次，大厅装修有特色，布局合理。茉莉花茶好喝，暖心。前台漂亮，大方, 美丽，服务热情，主动。客房阿姨亲切， 服务好。早餐品种多，高点好吃，沙拉也很好吃，早餐粥很香，口味好，分量足，好吃，美味。防疫工作到位安全周到。好，良好，很好，非常好,棒,很棒,非常棒，赞，点赞，大大给赞，强力推荐!",5
正装修有点乱总体不错！,5
有肯德基早点 服务态度很好,5
酒店很干净，给个好评！,5
服务蛮不错的啊   还给升级了房间。 ,5
酒店一看就很好，大厅放了好几种小点心，还有零食酒店服务很好，早餐品种多，还可以，下面吃,5
早餐好吃！服务好！干净！,5
特别喜欢这个地方,5
前台服务挺好的 房间也卫生干净 客房大姐还帮忙烧水 赞，早餐花样多味道也不错，白粥口感很好 还有各种小菜 ,5
舒适温馨，前台伟超和新芳的服务特别好哦，还给我做升级，提醒我有健身房和免费饮料，点赞！,5
虫子在地上死了好几天了，每次打扫完卫生也没见收拾,5
前台小姑娘服务热情，值得再次入住。,5
常住了，价格便宜会员，停车免费…房间也很干净,5
空调声音大，隔音不好,5
挺好的，服务很周到，热情，位置也很便利，房间卫生很干净，很安全，好评！！！,5
干净 舒服  特别好  推荐入住,5
酒店比较干净，服务态度好。,5
入住感受挺好的，唯一的遗憾就是前台的一名女性服务员态度不好,5
建议增加机场送机服务,5
"价格优惠，住宿的环境很好，卫生也很好，服务态度规范，值得推荐。性价比很高，房间非常干净 服务热情服务。态度亲切感，非常好?? 服务也非常到位。下次还会选择这里。
地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助，前台小姑娘非常热情，值得奖励。房间设施齐全，服务人员素质高。早餐品种丰富，房间设施新，床品舒服，总体物超所值，是一次非常满意的体验。可免费停车，离地铁站近，步行七八分钟。离高铁站机也很近，很方便。周围吃喝很便捷。非常满意。
位置优越，交通便利，离地铁站很近，酒店设施齐全，房间干净整洁，住的很舒服。前台人员服务都很好，很主动，热情。早餐不错，品种多，性价比蛮高。",5
服务态度挺好的。就是前台在31楼，第一次办入住有点晕,5
环境好卫生好服务好,5
"已经是好几次住了，各方面都合适。
",5
服务态度全上海最好，房间装修好，干净卫生，早餐超好吃。,5
交通很方便，就在地铁口，就是早餐没有自助，一个鸡蛋，牛奶，小面包，太简单了，不过楼下有个牛肉面。,5
"设施齐全 不错
",5
前台小姐姐热情好客，打咖啡一流，停车方便，性价比高！,5
很棒的一家酒店，工作人员态度非常热情，前台小姐姐业务能力好，效率高，早餐非常好吃，房间干净整洁，科技化满满的，小度小度很有意思。是非常棒的一家酒店，强烈推荐入住。,5
"超级喜欢这家酒店,酒店工作人员服务好，态度好，很专业，很远就会热情问候。房间大，采光好，安静，wifi信号好，设施设备新，床舒适，枕头舒服，卫生好，洗漱用品好，茶叶配的居然是大红袍，大爱！早餐丰富，很好吃，糕点精致，水果新鲜，菜品爽口，开餐时间长。前台服务热情，办理入住快捷，主动为我叫车，并我为介绍周边情况。",5
不到退房点，一个劲的催催催,5
房间干净整洁，宽敞明亮，智能化窗帘，灯光，电视。,5
点个赞??,5
"服务好，卫生干净，有免费停车，早餐丰富。保安大叔很和蔼！
",5
热情，体贴，入住非常满意，热水适中，服务体贴，开心，房间干净卫生，下次会再次选择！,5
房间打扫得很干净，住着也舒心,5
性价比高，特别好,5
"干净卫生，设施齐全，交通便利，前台服务态度好
",5
因为疏忽，装满各种充电器的小包丢了，不值钱但是都是急用的，要特别感谢几个前台的帮忙和718号房间客人的拾金不昧，最终找到了，好评是必须的。,5
客房服务很好，卫生干净。,5
"酒店位置极佳， 房间打扫的特别干净，房间很大，房间特别温馨，前台服务很热情，停车方便有停车场。还免费。酒店干净卫生，服务热情。交通便利。周边有商场超市。酒店无线信号快。房间设施特别齐全。房间24小时热水。很安全很好，值得推荐。
",5
"非常不错，早餐也很棒，火车东站很近
",5
餐饮服务真不错。棒。,5
卫生很棒，服务态度很好,5
服务，设施不错，但是早餐和静音可以做的更好,5
离浙二医院很近步行几分钟就到了很方便前台服务很好给我们多送来了几瓶矿泉水客房卫生也很到位干净,5
热情周到的服务，人性化的管理，环境干净整洁，早餐能否再丰富一点？,5
房间很大，服务好，豆浆挺好喝,5
前台服务好，热情，有酸梅汁，柠檬茶，房间大，干净，卫生，好停车，不错,5
房间太小，又不隔音。住的很不舒服,5
服务很棒，卫生干净，喜欢。,5
好评，房间干净，服务好,5
"1.入住时，提前预约的房间并没有及时收拾干净
2.走廊里异味严重
3.茶盘上有之前客人吃剩食物的骨头残渣，非常恶劣",5
房间干净整洁，服务热情细心，地铁站距离很近 ，棒！,5
非常好，服务特别体贴周到，干净舒适。,5
前台小陈服务态度特别好,5
洗手间会有臭味出来,5
服务好 卫生 好。,5
